External_ID,contents
rec_01_audio_23,"তিনি বাধীন দক্ষহে নামাবাল লাগে না উপভুর্জায় জুর্গরী তেলে নিয়ে দেবে। ব্যক্ষর। হবা মেয়ে রাসতা বাড়িকে কেটা তায়। নিয়ে, তমি দেয়ে আভজাভির শুকমার ভ্রাণীয় এঁয়ে যাকা বিভ্বনতি বইলায় বইলা বইলা বইলা বইলা বইলা বইলা বইলা বইলা বইলা বইল"
rec_01_audio_24,এলো খৌস্বশোষ্ট বারের স্মৃতি হও! সোষোট বারিক কেমনা থাকস ও না থাকস ফুল্যফিল্যা জেখে গেলার।
rec_01_audio_25,"এখানে বাড়িত কেতা করেও ব্যার ফরাইলা, ব্যার আগে কেতা অর্থায়ে, করে সাথে।"
rec_01_audio_26,"হন্দু ব্যাওয়েসে পদ থেকে, কে হানোয়ে লেওয়ে হয়ে আসক্ি হিচ্চামত মাছে, হন্দু উনা হাবনায়, শহরলে ডাক্সস কোমত হনা, হয়ে তৈত হয়ে ডতা।"
rec_01_audio_27,"বিশ্ববে গুবানীর সভায় গুবানী রয়েছে, সোয়নলে বল গুবানী দল তাঁক।ম্ক্ষেণ-অন্কক্ষোধোধ খেয়েই গেতা হারতায়, হ্বসেন।টুর্বালয়া খেয়েছনালয়া খেয়ে আতন তৈজন জানান।টুন।"
rec_01_audio_28,আমার সাথে যে মারামারী ওড়ামারু করতে আমার সাথের একটা সৃতীয় খোল যামার।সাদায় মারামারী করছে।টিয়ে আপার্শাতে মারাবর্য।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।
rec_01_audio_29,তরে ফাস্টে-আদি লেবে পর্ট লেবে উইতেকে মোজারিতে না।-ক্যাক্ষিণ্ড ছিলাল।-ক্যাক্ষীপর্তক্ষেণ্যের তীরাতলের একটা আতম মজায়স।
rec_01_audio_3,প্রিহানত পরালো হাজতো হরান্নবারকে ও রান্নাবারা পেস্তা হরান্ননা হরান্য হরান্য হরান্য হবা আমারা সময়ের দেহে।
rec_01_audio_30,"বাধান ডা রয়েছে হায়মুনের পরে মজা। হোরো বলা না আয়। আয়মুয়তা আয় করত আমনি। সুযোদার তোতো এবং বা ফিজাস্ত্রে, তবে ফাঁস্টেয়া দিলত মজা হয়ে তানা শ্লয়ে এবং ফরড় লয়া রাখতে আয়ুটে পত্ববলা দেখতে গুকে করেখে।"
rec_01_audio_31,এছাড় খুঁও এর হন তোমার ব্যারফরের একটা বান্দুবয়ার ব্যার আগের একটা বান্দুবিলীয়ার ও ব্যারফরের তমনে বান্দুবি টাইন লাখিতা একটা বন্দুই আছে।
rec_01_audio_32,"কম কীতে-কীতা করতেয়ে, একটো গোরাগারি, কীতে-সৈতানী হতে কীতে কীতা কীতা কীতা কীতা কীতা কীতা কীতা কীতা কীয় কেলগাতা মেন স্কুলা জিয়েজি একজন কীতা কীতা কীতা কীতা কীতা কীতা কীতা কীতা কীতা কীতা কীতা কীতা কীতা কীতা কীতা কীতা কীতা কীতা কীতা কীতা কীতা"
rec_01_audio_33,যে বালা-মানুষক।
rec_01_audio_34,বহুস্কি টাল কালায়কালিকালিকালি কটি কুলোনায় লালনি লালন লালন বৌশ্বি লালনি।
rec_01_audio_35,ভূল্যাগে ছিল�াম
rec_01_audio_36,"লিজি বায়ে দুর্দি ত্বারত আর বিলা সভাইলার খাওয়া ডাককাম, ইলার সাথে কে উপল্লাহ শোট পার্থন এলিয়া মন্দুর মায়ে উল্লাহদা লেজট।"
rec_01_audio_37,কেরে ক্রিকামারী হনে। খের শেখান্ড কেটার তুমি কেটের নাস্ত্র স্থা করাও নায়লে।
rec_01_audio_38,"- না- সহালো, সা-হওয়া- করে- তিলে- তো বরু- সেলেফতিলেন- সা-হওয়া- তেও তোমার শান্তি অনেও সুবিধার না- আল্লা- মারা- জালবালল এলি শান্তি দেন- তেআর কিছু- সহাওয়ে স্বাওয়ের বার্ড স্বাবব্জব্জব্জব্জব্বব্বব্বব্বব্বব্বব্ববব্বববব্ববববববববববব"
rec_01_audio_39,"এই এরহায়, তিনি মাইরালেরায়।লেতু তৃতু হয় ছাড়, তা মৃস্কর্ণ কিছুগে ও যাস্কের দিনে হয়েছিকো না মৃস্কক্ষিক।সে।সে।হাহহহে এলাক উত্ত্য, খোউ জামের বাড়িত দিতে তোমার শানটি না, মোটও জামের বাড়িত কোম্যবী।"
rec_01_audio_4,"যাবের পাল্যায় তালালিলাল, জনালা আলেজ্য বল ভূলতে করে।"
rec_01_audio_40,তেভাগ্যে মুরোয়।
rec_01_audio_41,মুসেবের পুজোজায় সারাজীবন সুনার সামুস্লী বড়েছে।
rec_01_audio_42,ও বোর বাড়ি।
rec_01_audio_5,এরা এখানের মানুষের সাথেও পরিচয় নেওতান।
rec_01_audio_6,এরওর মতো মাধারণী।
rec_01_audio_7,বেডেন্ট্রামী কোল দিছিলাম ব্যয়র আগে ও হনদে কে নাম্বার আড়ে লিসি।-তে নাম্বার টামানে-ব্যয়র জাপাড়ি হয়েছিলায়-ক্ষম জিলা-হয়ে-তে মানবার নেয়ে পুন নে হন হয্য।
rec_01_audio_8,"আওর নাম্বার কে আড়া লিসে? কোর নম্বার মনোনাই ও সিম নোষ্টে এসা কাছে। তেলে পালন হিসে, আরেকবার ফুন দেয়ার একটা পূর্বণে।"
rec_01_audio_9,"মেটর মারা যেকেছে, তোমার কুন জালার সাথে বেশে খাইজ্জা কোন জালার হাঁজ্জা কোন জালার হাঁজ্জা ও পেশিম্নিল।"
rec_01_small_audio_0,এলাত বড়ো ওই
rec_02_audio_0,খোগিধা-উন্চাজ।
rec_02_audio_1,কেতাকেতা খরত্বায় ঘোচান!
rec_02_audio_10,"ঐ দিক্ত একটা বাড়ি আছে, এটা মুদ্যামরা হয়ে তুফা থিকা থাকে, কেউ মস্লা, কেউ ফিয়া জীরসু মিদ্ধানী আসায় আছে, এটি এম্র মাংশ কমিদ্যালয়ে মাংশ হবিদ্যালযে।"
rec_02_audio_11,"গ্লাজো বহিজ্ঞা, কোপাটি হেসেই, চার এরাজা প্রায়ছি, আমার আর একেকে বান্দোলিয়া আসলো দাঁড়িও হয়।এরাবালিক দিয়েশ হেগা, আমরাক্সি, উল্ডা কোর্সি, খোলিশ হয়েশ বছি এরালল্লিক বিজাম চিয়ে আমরা করহ হয়েসে।"
rec_02_audio_12,"তেলে, তোও অনেকতাঁওয়ে হয়জাতে খেলো কীতে কীতে খেলো? কেডোটা মার বান্দবী ওয়েছেন, হয়জাতে বান্দবী হয়জাতে কীতে খেলো?"
rec_02_audio_13,ক্যাটাকেটা বান্দুনি।লিউইটিকেল। ক্যাটাকেটা বান্দুনি।
rec_02_audio_14,আর খেটা আর খেটা।
rec_02_audio_15,"ওহত দামের মধু ফরে কৃতি ছেলে, হাইসেও স্নিয়ে।"
rec_02_audio_16,"তেল্থীকেন্দে মধু দাম, মধু নির্ণে বাজে ফরমান ছেিয়ে।"
rec_02_audio_17,"তার কীতা হোরো বোসান, তোমারা আব্বাবমা ক্যাটাবেশে আদর করে।"
rec_02_audio_18,বেং- কীতা খরে- খোজাত- ফরে-দে-আ-বাদুল্লায় খাওয়া আইসে- শ্যতানি-হ্স- অধিকার্তবে- মহিল-মহিহাল-মহান- দেহ- কেন- তোমার স্বাদে-কীতে কীতা খরে-যারা- হেলা- মারতনা-হেল্লা-হেল-ইল-ইল-বে-বে-বে-বে-বে-বে-বে-বে-বে-বে-বে-বে-বে-বে-বে-বে-বে-বে-বে-বে-�
rec_02_audio_19,বিদ্বালয়ে জনাতুয়ারে রাহিম রাহিম রাহিম কেম নেয়।
rec_02_audio_2,"মনাহরণ, উজ্কিন্তা বয়সী সেন শুধু বেলা বলে বিল্লেয়ে ছাকা বাস। ক্ষাঁসান- খোসান- খোঁইয়ে- ইতাফেকে- তে খৌতুমার ফ্রাইমেড স্কুলো ক্রিলাখেম হোমা ছিল।"
rec_02_audio_20,রাহিম কীতাইওনি।
rec_02_audio_21,"নিবার, তার রাহীমার সাথা তুনি খেলে ওলোনি। কেড়ে কেড়ে খেলে।"
rec_02_audio_22,মারেও রেনতা রাহিমে। মারে মজবেও ডেনা।
rec_02_audio_23,"সমান, সমান! ক্যাট্রান্ডি তেমনা খুইলা হোড়।"
rec_02_audio_24,না সত্যি হতাঁ-য়ে সব সত্যি হতা-না বাবে দেওয়াধর ভারে নেটে সত্যি।
rec_02_audio_25,তেপন তুমি হোসে তোমার বান্দুবিড়ার যা কৈতাছিলে করলেম। হোন ফরে মেট্রিকেট সময়ে বলো হরফর এখিয়ে কেটা খরসহ।
rec_02_audio_26,"এসএসি পরিক্ষার্থবিদ্যাশয়ীয়া সাইরাট পাশ কোর্সী, তার পরিদাহান্সিক করে জানামি নেই যায়।মাদ্রা শ্রণতম নায়।"
rec_02_audio_27,ক্রমিকাঞ্জ দারেশেন নায়।
rec_02_audio_28,হরগঞ্জ দারসুন্নাথ
rec_02_audio_29,"নেকসার, হযোনতার নানাবারী কোনা ন�?তৈক-দেউগত দানাধারী নানাবারী ও মানুষের নানাবারী ক্ষত দুর্ডোড্ডোর নেকসার স্নিক গাড়িতে যায় আয়।"
rec_02_audio_3,বালুয়াসিম তিরিদ্যার বর্তি ইসলাম মাদ্রাসার কানো লেখা ফরাও বালুয়ভাত্রা।
rec_02_audio_30,"কোন হোদ তোমার ব্যালয়ে পোড়। না খিলো একমনি টেকমিনি টেকমিনি আটকায়।তাইফেকে তেফতো তোমার ফুলাফুলীয়ে কেতাইচ্ছাহ।তইফুলাফুলিয়ে কেমনে সল, না সল।"
rec_02_audio_31,"বালা ওয়েসি, সাধারণ হতানীয় করেনি, হরে এ সামান্য সামান্য, এতার করে, এটা করে, যাতা করে, দিয়ে জনে এক ক্লাস্য হরে, সাহ!"
rec_02_audio_32,"দিয়ে জেনৈই লেভা ফলা ফলে, রাহিম একটু বেশি করে, রাজামাতে একটু কম করে, রাহিম বুজে একটু বেশি, জামাতে বেশি ভূজে নেন, এবং এইগ্ন তুনিবেশ সরাবাদৃচি আরেক স্কুলো।"
rec_02_audio_33,"যান্নাত, কোন ক্লাস অফরায় তেকে রা, যান্ন ফের রাসা, যান্নাত দিমোহন, শিশু, শ্রেণি আর রাহিম্নী দিম্য ওয়ানো, রাহিম্ন একটু পড়েও, হিলেগে।"
rec_02_audio_34,তে এচ্ছাকে দ্বারালুয়া কোলাও? জন্নাথনাত মেয়ে মেডামিক ও টি ম্যাটামিকায়? কি মেডামিক করেছান?
rec_02_audio_4,"পুরুয়াসলাম সাইম, পাই বইসি তিন, তারফর সেক্স-ওই একটি পৃথায়ী গেছেন।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।�"
rec_02_audio_5,"স্কুলকীতে খরস্থ, সরাম ফরাসনদতো সবাইয়ে করে।"
rec_02_audio_6,স্কুলে তেমন আল বিশি কোনও ওভার্সিনা বান্দের বিসাতে তৈরি রহমিরভূমি তৈরি তৈরি বান্দের জেন।কোঁতা আছিল একটো মনোগলায় কেমন মনোজগীয় অস্লোরাইস।ই হনত্রারহ অন্ধমাদলাসা কোসিম কেলাদলায়য় তদানা পেনা।
rec_02_audio_7,মান্দুটি আছিল কেতে কেতে খরচ্য।
rec_02_audio_8,যেতে গোস্থ একটু স্মৃতি চারম করতে না বাড়িতে আইচ ও গেছ মাদ্রের সাত একসাথে।
rec_02_audio_9,"রাস্তাগড়ো কীতেগীতা পড়ছেন, আহমদে।"
rec_03_audio_0,তুমারে জুমো!
rec_03_audio_1,স্কলার্শি ফেয়ে গেলে তোঁর মোট আইস কুলে দায়িবিকাল কয়েট বালাহরিজী কোন রাষ্ট্রের মধ্যে তোপসান্দগত রাষ্ট্রের দায়ী তারকটি।
rec_03_audio_10,"দুজানের! দুজানের! জিয়ে কিতার? আংশ এই দেগত করে না! একটা নাটি আছে, আলী! দৌরে আর দৌরে! আটটি নাটি আছে!"
rec_03_audio_11,"ওষু খাঁর ওষুক, চারা না ওষুক, দাহ যাও, শিলায় যাও, অগ্রঞ্জা যাও, চার খমনা ওষুক।"
rec_03_audio_12,বালয়ের বালয়ের বোঝিকা।
rec_03_audio_13,"ওই লেড় চামায়ে থাকতে হয়েকেছি, কিন্তে মেলানা খীতাজানী আছিল। ওষুনফুর্তত্ব উইজাওয়া, হবিকিয়ে গিতার আহত। কেড়ে, তবার যাবার অতশাহসাসে।"
rec_03_audio_14,ডেগস-আইলাকে উপার্থম হল।
rec_03_audio_15,সুড়াহ লাল হানতে।
rec_03_audio_16,"না ভাহিসের নাত, কেউ কোথ কায়া ভাহিসের জনে পড়ে, ভাহিসের না দেই সভা এক্ষেন না ক্ষেপ ও হাঁলাদের একে ভাহিস রাসত।"
rec_03_audio_17,"তল্মা বাপগেঁজিং-গেয়া, স্কোটো বেলা মেনি।"
rec_03_audio_18,"নারব, আইন্য!"
rec_03_audio_19,নিগে।
rec_03_audio_2," ব্যাউহ হয়ে গোলো জিন্দ না গায়েজ সিঙ্গেল জেবে, পারকিকিত হয়ে আইগে সেনা, কৃতি জেমেয়ে আছে। হিদেশ, বিদেশ।"
rec_03_audio_20,অন খাঁড়ে লুহে বিওয়া কোয়েলা।
rec_03_audio_21,এটি হোরসো আর্গুস্থা হোসো নাম্বায়াপুক্ষিত হরতে ও।বায়া কর্ষৃত গিয়েছিল তবুনো ধরায়া।
rec_03_audio_22,খোদে কি একটো।ই এলাত বুঝতে ওয়ে আগে কিয়ে খরছে আরা খোঁপ একটো খোঁপ।
rec_03_audio_23,পৃথিতা হার রুশন
rec_03_audio_24,"মারাবাল আগুনালী হ্লেমন ধরাই লেখিত, অঙ্কারের যেকটা হাঁড়িত হালাইলিজ।"
rec_03_audio_25,ও রে বহারা অর্থনা।
rec_03_audio_26,"যেতে হৈছে, আজমার এবার শৈখরায় চিহে, ভবিনারি কি, যেতো কাঁক হৈছে, মা, ফরাজৃণ্ড করালা, বেটটি দেহ হয়েছে, না, মিজ কা হৈছে, যেয়েছে, মা, মিজ গা হৈছে।"
rec_03_audio_27,"কাঁ, হয়সেনি, বইনে খড়াত, আমির জায়া পড়িতে হতে জগমান বাঘক্যাত নৃত্যুবাহ, ক্যাতা গরেশ নারবাহিন্যারা, তরবাফ এলওয়িয়া, তরবাফ আতুবিরুভু, এদুফর বাবাহ।"
rec_03_audio_28,"বাউ-দর্স, আঞ্চি, হনা ও একে তেমগা, কেট্রা নিশ্রিগে, দেটি হাই-তাথে গ্রয়েন্স।"
rec_03_audio_3,লিদের গেলে খেতু আরান ধ্রনতা মনোতাগরণ। দেখতে মনোতাগ্তন-এই লাগ হ্যাদা মনোতাগ্তন আর তোমানতা মনোধাগরণ-এই লাগ মারি তাচেক সময় সময়ে ফুমন্দি লেলা ফাইড় ফাড়াইন এবং তিনিটি ক্যাড়ী তাচের তানি তানি সিন্নিনী লাগ হ্যাপ হবন সিনীপনী কনিসমায়�
rec_03_audio_4,যার স্বাসা-ম্যারা তৈরা হলো দিকে মেলে।
rec_03_audio_5,"তে, তোমার ও রের ক্ষতা না হো, তোমার ভেগের ক্ষতা হো।"
rec_03_audio_6,এর ফলো ইলা ফয়া খালা খাম আর খাম।
rec_03_audio_7,নাতি-নাতিনা লয়েও!
rec_03_audio_8,জাতম খাঁ
rec_03_audio_9,"এরা কে বরলুক্রি কেউই দুরু রাখায় না?না, খায় সুম ও এ গায় জনায় সুম আলয় শর্মা, হতে না রকি দ্বমা।তা তান দিসিস!আহত হত হত মার নাতি-নাতি নাতি নালিয়া খোট। দুরু বেড়োগ।"
rec_04_audio_0,"এইচা যাও, আইটে এটি মাতো, কৌত মার ফুলাফরির কীতা অবস্থা, জামায়ের কীতা অবস্থা।"
rec_04_audio_1,তিনি একটা কিছুটি নিজের ভাষা নিজেন।
rec_04_audio_10,কীতা সাল খুলসান কীরা খুলসান।
rec_04_audio_11,"গুলার চেক্টা ভবিশ্বতাছে, মেয়ার চেক্টা ভবিশ্বতাছে, বালোয়াতে স্বামী দিকে বিড়াড়িতে।"
rec_04_audio_12,"মানুভিগুলি আখানুতর গ্রামের অঞ্চলের মানুষ তাড়াতার বেশি সচেতন্য নিজয়প্রসচেত নৈতম-ছায় কোন পরিবেশে মিল্লেয়া খাঁভকায়া, দাফকায়া বর্তাহারী নেয়।কোপে এই পরিবেশগ্যায় মানুভিগুলার নিয়িয়ে প্রকলেম মিল্লা মিশ্যা।"
rec_04_audio_13,বালাসিন্তা।
rec_04_audio_14,"হোন থায়ন তৈর একটু আসৈন্যে বর্তমানে অবস্থা হারা হয়স্থ, প্রথম ফর্যায়, একজনের মনামজনে বুচ্চি নেয়ান, গোন্ত্ব ফারিবারিক সমস্যা হয়েছে, নিজাতন খোঁজন, হোকা আমরাত্ব আখনারল দাঁল, জাইক্ত ফারিনা সমসাগুলো ত্বপীণীণীণীণীণীণীণীণীণীণীণীণীণ"
rec_04_audio_15,মার ফিড কোর্সোই!
rec_04_audio_16,তে কীর���খম মানে কীতা করে বাইয়ে কী কীতা করে কেমদা চলাফেরা করো। যাছে তা মানে কীয়ে আর্কিতে কীতা করে।
rec_04_audio_17,যাতে হবন যা জিনিসপত্রের দামটা মীর ক্রমাবাদর কৃষিকামের ক্রমাপড়কে পশালো না হয়ে বাঘার বাহ্র কাটি হ্রাকে জিনিসপত্রতা আন্তাহারী।
rec_04_audio_18,কৃষি খাম খরার যে দাম মানের যন্ত্রপাতের যে দাম আবার এদিকে দানের দাম হলোয়া করিফ মানুষ উর্তাহার ইন্যাক্ষুলায়ে উর্তা খালেন নেয় একজন রুজ্য হরা চারজান-ফাজজন খালন মানুষ প্রমিলিন মধ্যে খালার খূন্ন সম্ববনী একজনের জনের জন্যবন্য।
rec_04_audio_19,"আমরত্ব একটা ফারিনা কোনো হাজ করতে গ্রামের মেয়েরা, যেজ্জনে দেখলেত একখানো জায়লত সমস্যা, হবমকের ভোয়াইসে অমুক্তা হট্য, ফিডালুয়ী সমাজে গুণগাশ শহরে, জানিয়ে বিভিনন্ন হতাবারতাচলে।"
rec_04_audio_2,"আইসায়, মাদ্রার সাথ্য করে? আইসছে যাম।-কিডাম উজ্জাম অমসায়া জ্ঞামীকুমার সাথে, এর করিক করিত।-ডাম অন্তম করে।-কিডাম্তমে করইতে ডাম, করিক করইতে ডাম ডাম বেল লেগে।"
rec_04_audio_20,"তে আমরাও তার কোন হাজ করতে হারীনা, কশিক্ষীত সমাজ হিলিত ভাই অবস্থ্য, আমী অবস্থা।ততে একটা আমরাও উপর জায়িতে আর যে কৃষিক যন্ত্র হতে হবএ নিগুলা জিয়া দাম, আমরার হক্ষাতা সম্ভব না, কোন্য হাজত্বা কর্তামরীণে।"
rec_04_audio_21,আমরাত বাচ্চা হাজ্জারে ও হরণ্যারক।পুলাপুরী জহন আল্লাহে দিচ্ছু নিতারাত শিক্ষিত হ্রকানসায়।একটা তখন তমোক পুলাপুরি জামাইলয়ে একটা স্মরণীয় ঘটনা হোসান।
rec_04_audio_22,"গোরানীতরানীত গেছে না দেয়ার ফরে- নাই সপ্ত সমাজা গ্রামঞ্চলের মানুষ আন্দোত গুরাইবার লেগে যায়না, হয়ই তা মন্দখ হয়বেন মুকের বলোয়ে গোরাই, গ্সমাজা ক্রম জানিতে হয়, ফাইড়ার পাড় ফাড় হবিক্বি।"
rec_04_audio_23,যাই তাসে বে রাখিই মস্তানে মতো ঘরোনায় বাদ।
rec_04_audio_24,এমনে ধরো খামটাম হুঁো খুঁড়ে অবশ্য সময়কিতা হরো খামটাম শেষ করে।
rec_04_audio_25,নিজেতর বেশি ফাঁড়ি নেওয়াহান্য উন্নরান্ডে ফাঁড়ে কোদা-গ্রামজ্যুলীর হোম ফাইনে ফাইলেন্ডে শিক্ষিত হরতা।
rec_04_audio_26,"ডাক্তর বানে তিনি অনেকটি হা, চেলের যে একটা চাকরি ও পরিসরখাড়ী চাকরি, কেতো ভিছনের অনেকটি হাদ্য খান, একটের সরহাড়ি শিকোই বানায় তা, তালগোপর অত্য প্রয়েশন লাগে অনেক, অত্বপর পরয়ই কেশে হাজ কেরা তালই করবাযবা করবাবযবাবযবাবযবাবযবাবযবাবযবক"
rec_04_audio_27,"শারের দাম, উষুধের দাম, দানের দাম, বিজ দান যিতা অন্যতন্ত্র কোষের না টিহাবুসিয়া।ভিক্রি খরার সময়ে আবার দাম ফাইন নিয়ে, তিতা এয়া সংসার স্বলতনক স্বনতটি বোরে স্বনত বইয়।"
rec_04_audio_28,"প্রখন কীতা হরতামা, ইউভাবে নোটে সংখেরতা ভারতান্ব হরতান, তবুসে সুপ্ন ছিল, বায়ে রাজুদ একটু পালন সাকৃহার এ ত্য একটা পালন প্রজনের বিহাদিতে ছেলের বায়ের কীরখম আছিল না কীলখম শান্তিয়া ছিলাই, হাননা কীকীলখম হবিসে।"
rec_04_audio_29,"বাঁপার বায়িত মোট আমুটি শান্তি, সময়ব, বুচ্চিনা, ও ভাবনটন, মা বাঁপে বুস্তে দিছে না তবু কিছু না কিছু ফাইসি, গড়ুগের, গড়োজহণ সংসারের জন্ম নৃসী।টিকমত বায়িত্ব নিচ্যুলো দিতায়।"
rec_04_audio_3,হৈলী কায় সমস্যা মেলি।টি আইকটা পাওয়েও গ্যায়।
rec_04_audio_30,"কিছু পর্ত্রি ফাঁস খেলা ফাঁস কর্তৃই যেতেমা তৈর শরখারের পজিশনে গিয়ে, তাঁচে ইংরেণেশীগ্রাম্ডত একটে উন্নত আসলো, জন্ম নিয়েছে কথিক গ্রাম আলাম আরও উন্নতাচাইতা আরও হ্রহম, হিড়া চাইচড় কাঁকটাকেন্সম্নাক্য কর্তটটগ্রমীণ কমগ্যম্য্বমে"
rec_04_audio_4,"ওই বসবাংস সেনায়, যে আমারা ক্ষতই সেখালে গ্রামের বাসা দখার, তুমি কীতে হুতে চোনা, হুতে সৈটে ব্যাফার না, উইচ্ছো।ততে খুব তোমার জামের বাড়িক হিরোহম লাগে।"
rec_04_audio_5,ব্যার আগে কেড়হ্ম আছিলে ব্যার ফরে কেড়হো হোসান।
rec_04_audio_6,- কেটবে ভাতে ওয়াতে ওয়ারে কোসাথে।- কোসাথে।- কোসাতে।- ফৈমন্ত্রীর মতো?
rec_04_audio_7,যে খুবতে ফুলাফরীর কীতে অবস্থাত।
rec_04_audio_8,যেকেরকে সিক্ষিত হলাল্লাই গেয়া।
rec_04_audio_9,"- মসজিদে ফাড়ায়, তিকমত মানুষের য়ে হয়ে না, গ্রামের মানুয়গুলা সচেতন না, পদের লেখা করার তিকমতে ফরাই তিফাজে না, স্কুল সচেতন না, কেড়া স্কুল উন্নতাশিক কেড়া স্কুলগুলো ফাইনিয়া।"
rec_04_small_audio_0,"এটা, তমালে ডেয়া ডাকেম্রে হয়েছিলেও হুই গায়নি।"
rec_05_audio_0,"ক্সল্যালীন সুইজ অফ নেই খারান বিলাইছেন, খারান দেবনে কত্তা-ক্ষতলা বেদামে তুমারি ওমুখের মূত্রিয় সম্পেদ্ধা গেলো,মুখেরটা দাওয়ার তুমার মাতা হিদ্য নিয়ে বয়েশিৎ পর ফরালেয়া অনুষ্ঠ জীবন অনুষ্ঠ আঙ্গেন।"
rec_05_audio_1,"বেশি ছাপ না কৃতা, বিকিয়া দিপো বিশ টেয়ার হয়েও তিনি দুই, খনো বিজতে হেয়ে, থেকে, মেলে, আবারের আবারের আবার আবার আবার আবার আবার আবার আবার আবার আবার আবার আবার আবার আবার আবার আবার আবার আবার আবার আবার আবার আবার আবার আবার আবার আবার আবার ঁইঁঁঁঁঁঁ"
rec_05_audio_10,"খীতা বইছে, কবিবাহের তোকটো খুলিয়াখল। করিলাম না, নতুন মৌসুল বানাই ত্যাসে, তুমরা তার খুশই বিবাহত।"
rec_05_audio_11,বহে ছেলে বই লতুন দৈন্য। হতো হতো হতো হতো হতো হতো হতো হতো হতো হতো হতো হতো হতো হতো হতো হতো হতো হতো হতো হতো হতো হতো খ্রাম কাশ করিজ করিজ করিজ করিজ করিজ করিজ করিজ করিজ করিজ করিজ করিজ করিজ করিজ করিজ করিজ করিজ করিজ করিজ করিজ করিজ করিজ করিজ কর
