External_ID,contents
rec_14_audio_23,"আরাম্ন, ঈদরসময় কীতে ক্ষরা হয়।"
rec_15_big_audio_2,"মৃতিবক্তী কমারা বাদের বাদোর দিন চিয়াপায় মাহতুস্য ইসলাম, তৈরিকটা মনোলী আর কে আসি উটে, বাদের দিনতা কি ছাড়ানো ক্রিতা হোজুরল লোগে ফাসাঙ্গুল নাতসাঙ্গুল দুরাই কে হয়তা মন্যবাদলায়কে। আঁঁ রান্নাবান্না কে কে কে পারসঁঙ্গ হে পালাপারও।"
rec_15_audio_14,"পরাশোনা খুই রেখিয়ে ফরে কীতা খরতায় স্বপ্নভাব লোক্ক্যকীতা, ফোসানদীয়। পরাশোনা না-খলত সাকরিবাহিত না, ইহানাগেয় পরাশোনা খরতা পানে মাস্টার্স করারিচ্যে আতে পিদস্কিয়া।"
rec_15_audio_12,খুঁমদেখি সিলোরি ট্রেডিশনাল খাউন্দ্বামন কিলাওয়া এলাখা থেকে কিলা ফারত্যক্য কিলা ফারো।
rec_16_audio_15,"আমরে এখলগে ওইলি সবসময়, আশাদী জমস্লে। স্তেফ ফরিবারের কীতে অবস্থা আঙ্কেলানটি বাইবুন খোজন ক্রিলা কীতা খরুণ খোজন। যাওয়ামর ওয়ামর মেছে হোন ওভাই হ্রই ভ্রাইয় তারাওয়েসেছে লন্ডন।"
rec_16_audio_32,"দেখাজোক, পিতা করা যায়ে। লন্ডন্ত প্রভেশনালী বা হচ্ছে গোল, এবং গুড়ার জায়গার লেগে কোন উচ্চয়। সুইজারল্যান্ড, এই টাউনেক সুনতা, মিভিডিও ডিও জিয়াছিলালসিমে মাঝে-মাঝে দেখিয়েই সুইজারল্যান্ডড্ড যেকে।"
rec_17_audio_0,"এটা খুরক্কা মামা কিলাহান আসোইন, কিলাহান সলের দিন খাল।"
rec_17_audio_1,কোহন শরীরের অবস্থা কীতা মালয়।
rec_17_audio_7,তিনি লামা ধরুরে হন যে অবস্থা বাজার টাজার কিলে আচল এই ফেমিলি পয়নেছিল।
rec_18_audio_20,"প্রশিপক্ষী পড়তে পালল্লাকে, আমর বিলে এসে তিনটা আছি, আইমুর নিজেও বিলেয়ভালী তারার এলিয়ে খেলাতুলা করেই আমরা অবশ্যকসমূহে, তারও রাত্রিলাম রাখত্রিয়াক কোচরা করে, আলাদা মায় এলাকে প্রশিপকেশ কথিক তারার।"
rec_18_audio_19,"আনদা খাই, তে পালা খায়? এমনে তোমার পশু প্রাণী নিয়ে গোরস্থাগর নিয়ে বা খুকুর বিরাল ও নেকে ফালে টালে, ইতে তোমার ফালা রিচ্চাছে নিগ্রিলা পালল্যাগে হ্রসছান দিক্য।"
rec_19_audio_7,অন্ত দরুন বাজারের যে অবস্থা যে দামটাম কীলা হুয়তে ছেয়াড়িক কীলা চোলের পঞ্চান বাজারের অবস্থা আরও আরও আরও পরিয়কার করাম করাম করাম করাম করাম যেম যেম যেম যেম যেম যেম যেম যেম যেম যেম যেম যেম যেম যেম যেম যেম যেম যেম যেম যেম যেম যেম য
rec_19_audio_23,এর আর কে পরিতাজি।ক্ষণের জানুন্যা নিজেয়ে এটা খরে।
rec_19_audio_20,"কোয়েকটা খাওয়া হয়নাধ, ছিলোটর এ খাওয়া নিরফম।"
rec_20_audio_1,সময়িতা ভারবা নেই
rec_20_audio_20,"পাঁচ চবিষ্য থেকে ভাবে আছে।ই দুখান লুরি আছে।ই এবং অসুক্রাস সম্পর্ক হেবেন নিয়ে তা সুস্থা।তা আমার ত্ব আছে, ওই মেডিকেলি রিপোর্টাই আছে।"
rec_20_audio_18,প্রকুরবেন নেই
rec_20_audio_7,"জানাই ল্যান্ড, কিছু মানুষ্ট আছে ওই যারা হেলট-রেলটে খর্ব।"
rec_20_audio_25,"স্বাচ্যুক্তার্কেমন ডাক্তাররার সরকারোর কেমনঃয় করের তোখনছেন দিকে।শূলটে অতকোগুলা মেডিকেল, ফ্রাইভেট মেডিকেল, সরকারি মেডিকেল ডাক্তাররা কিলাখান ক্রিতা করে করেন দিকে।"
rec_20_audio_29,"গুরুসোগল ফলিয়া, চতুর্থ জাগল নেই তা-জাগার তাখলে না হলে, যদি জাগা তাস্ত্র গুরুসোগল ফলা যা, পিটেন নিয়ে, খরণ্ড গুরুসোগল জাগল বা হাশনদী পিকলা ফলা যা, করা নেন।"
rec_20_audio_24,ক্ষণা কোই শরীরশ্রেষ্ঠ বালা আছেন।কামটালু কর্তকারণ বিভরের।
rec_21_audio_0,"তো আমরার কি ওই ইউনিভার্সিটিতে আইসি আরকে আমরা একটা ফরার ক্ষামূলেগা হয়েছে, আমরা হলো তাখিয়ার সিলোটো আমরা বাশা, যো আমরা ফরার ক্ষাম করররাম।"
rec_21_audio_12,এমনকে সরকার্থনে কোন হলফটল ফাইনানি।
rec_22_audio_19,"কাউন্সিলর আইয়ে যা, আইসন্ত্র কোয় তাত্র না, যে, নেউদ্রাদের দূতরায় ঢুকে আলায় দেয়া জান্য।"
rec_22_audio_6,মাটি পরীকার সোয়েল টেস্ট। সোয়েল টেস্ট।টি এই এই বিল্ডিন-টিল্ডিং যে বানায় এখানে মাটি পরীকা। এটি কেটা ইঞ্জিনিয়ারের সাথে গিয়েছিল পরিন্দাশ কেজি কিআইচারসাদী।
rec_22_audio_15,"এই তার উন্নয়ন্তর্ণানের কোন যা হয়না যেন, কোন যোগে, উন্নতৈর কাজে কায়টার জিনিভার্টারা না, কীতো উন্নতৈর্গ।কে, স্বভার্থীয়ে কোন হ্যালসসেইলফ আয়নানি।"
rec_23_audio_27,সবকর্তর জ্যামাগ্যের জোডি আলায় বাজিকলো ইন্ডিয়াত।সভাকীতা হিন্দুয়া ছিল।সবই হিন্দুয়া ছিল ফারাহো দূলীয়া। সারায়ক আমরাকাট উল্ট আমরাকাট আলাম বাজি বাগি বাগি তাঁলা ইন্ডিয়াত কেল ওগে।
rec_23_audio_48,"তো দরখার রা ছিল না, না, কুর্দর্খার নেই, আঙ্কতাই গিতা, উদালাহ খাইচি, গুরাহিসি, হৌশক্তি, হনো আলায়, ছত্তরীপথস, এখত্তরী উচুর পৌঁছে গেছে, আললায় বাছায় রাছে, হৌশক্তি, ডিয়া।"
rec_24_audio_3,ওম্বেটের দেন লাগরি জেহ আবাইয়াল উইচে মুঘল লাইয়া দৃজ্য দোজ। দলিয়ের কেউ টিল্লা আন্তাজের হন্ত্রীয় হন্য জালগীয়া গুচরায় বইচারসে।ট।
rec_24_audio_11,"এভাবে একটা ইত্রেইতে কেতোই বার্সাগালও, বার্সাগালও কো থেকে নানি, বার্সাগগুন্ধে হবা করে গীতা হবে, অতো শ্রক্তি চালী মারস্মী, যেত্রাভায় বাজিবালা হিদে, গিতে ওযেতে যেতে বাইয় পালে বাড়িলাই বহে।"
rec_24_audio_6,জ্বালাভাব খালে ফাঁকি।
rec_24_audio_8,"লাগাকালো কাল করসুনা, আমরা এন জে-আস-শ্রেই, এক বাল্লায় যে তা-ভাইন মারি ফালায়দের, খাকির পতা করছেন নি, কইটি বাল্লায় জেতা ভাইন করাবা জির্য করছেন।"
rec_24_audio_7,"পাকিয়া খায়ই মুখে কখনও খায়িদায়ী চরলরিয়া, হবে থিটিয়ে কৈত আফলা, ফলিফি, ফলফি কবি, টিয়ালে খায়িছে, হবি হবি চাকলে কবাচিত না।"
rec_24_audio_4,"স্বপ্রসেও জেলার মাঝে খালাই-য়া পড়ছে আগে, আম আলসে বাল্লাহ।বালেলকে জটা মাঝে পড়ছে, বাল্লা অটাভাঞ্জে পড়িকেছে, চ্বকুন্ট কোয়ে এলিয়েছে বালি।"
rec_24_audio_40,"তের মালা দেখা ইতে বালি, আলাটি আপুরস্কার, এ কৈড়রা, পাশার মুখে কৈড়রা, এ আলাটি অপুরস্কার, দেশ ফলো, হবি যেদঙ্গ হলো মারিয়াইসে, হবালি একাছে বাসাদে, যেয়াদেশ ছে।"
rec_24_audio_39,এতোদে আমি গঠন্ধীরীম।মারা ভাষি দিলে ভবার।মার গঠন্ধীর খোয় খ্রিকাছে বাশ্বাউজুর।মার আফলে হামার গঠন্ধী বাখিল হয়।মা হয়ে মনা থেকায় কায়িটাম বাড়িশ।
rec_24_audio_29,"আত্মীর মালিলী বলেন চারই, রাগে আগে দোরের খরবার চূলেও তামিলা আফিনারা ভাস বরাজত, মাল বোনি চাকায়।"
rec_24_audio_23,"তুইটার বাহজ্জা জায় আমারে আর্মীয় আমার জায় হেঁ, পেটে কাজীয় ও মালকে, দুর্গ পেটে হনো জ্ঞাত্রুকাইভ, চল্ন্যকাগে লো হনো জ্ঞামা চুকাইভ, যদিজ্ঞা চুকায়ক ও চাইনিকুবায় যোছনা মারা ফাঁয়ক্য কোন্য।"
rec_24_audio_25,"কযোক্ষা তামাক।টামাকগুলি কায়িকমান্দের দিলা যেনোমা নিশিয়া দরব ও তামাকি এস্তিল্প হাজীমো আহকট্ভিমূহাজ বাশ্বায়িক কোনো হয়েত্রকাছিলিয়া, পশলচ্ছিল আখচ্ছিনার কবাজচ্য্য।"
rec_24_audio_36,"য়তে হাসাবই লিজিয়েন গিলো, হাসাবই লিজিয়েও হতে হাসায়ীরা, বাসারা গবেচে এসা অশ্বাগরতির আপ্নয়লেজে আইত্যা।"
rec_24_audio_35,"তবার সারা কবর্দী আত্মিমাল নিশ, তবার আত্মিমাল করাকে, আত্মিমাল, হাথা, কুইডালালি, মিশাহ, কুইডালি, তবার তবার জনেই বিপত্ম করে, জনেই আত্মিমাল কেম, লকে, কবার তবার করাকরী, কবার কে, কবার করাকরী, কবার কবার কবার কবার কবার কবার কবার কবার কবার কবার কবার ক"
rec_24_audio_34,বাড়িয়া তেকে না-তৃত না-ই-মুই রেছে-রিয়া-ছে-তে থাকায়িয়া মোলসে-তা-মা-খাই-যা-অতা-মা-খাই-যা-তি-নি-র্তা-র-কুন-তা-না-না-ই-যা-কা-সা-মোল চেয়েছানাই-দোরলিয়া-কেছে-তা-না-তা-রিয়া-যা-য়।
rec_24_audio_37,"লুশিয়া মানুসার লোকে, যেতে পিছাপাতা করে তালি শাস্তে- এটির আত্মীয় আলীজ্য কিয়েতে ক্যায়ে এরা কিয়েবায় পরিকিয়ে যাও, এয়ানান পিছাপাতে, শ্বভাবহীয়া তা বালি পেলবেল করেশন, মিতাবা, লিচ্যুরক হবলছিলে আত্যবাবলীযেববেববেবববববববববববববব�"
rec_24_audio_14,"আমরা ইতালালি, নাম্বেপাশ বাটায় জেমন জেনতে ইয়েকো ফারীন ফারীস্বন, তুবিল এফলায়, তাফা মালিল, কখন তুমি আয় চোটা মারতায়।কোইল একাম করো, তুলে যাম, যাবা সারা বইয় ও ইতাবেরস্থাত করেন।"
rec_24_audio_19,মাইলেলেজও বৌচর ক্ষামশেজ।
rec_24_audio_26,আজিদ কোন নাটি মাঠাম্ বাড়ি লেত্মুরের খোবার বিমুনে।ও হোই আবের ধর্যালাকা এবং তাড়াতাড়ি ভেটি কেটে বা হবারি আহিয়া জঙ্গল সামাভার গায়ত চিহান্ড।
rec_24_audio_20,ও মুগুটি হাতো হামশস্কুণ্ডী মায়।ও কাজমায় মায়দির মায়দিরা ক্ষেত্রা ভিসিক কিলে লাখাপাটি ভট্টিলগে মাথে লাখাপাটি ভক্তিমাথে লাখাপাটি ভক্যাপাটি ভক্যাপাটি করাব করণত্ববর্ণতি করণ করণ করণ করণ করণ করণ করণ করণ করণ করণ করণ করণ করণ করণ করণ করণ �
rec_24_audio_33,"তারা মতাকাল ইজে, হ্যাহিয়া প্যাগাত গুডোগুডো ওল আর্থিয়া মরিকেশ।রায়লা লামসে, লামীয়া প্রাচিত হুটনো, ফার্থি লাখাল বাইব, লালালা।"
rec_24_audio_13,"আলালা তুইবীলীন জেতালা ছেব আলালা হিলাস, যে আত্মীয়রা বাশ্বাও ট্রাডিশন, আত্মীয়রা ভাগলোগীয়াড়ের সৈয়ংকাছে মাঠ, সাথে দুবলাহ অগ্রত্রি মারতে, হেউ জেওয়ে ব্যয়াকল, পেয়েওয়ের কেলে করাপেম করাপেম করাপেম করাপেম করাপম করাপম করাপম করাপম"
rec_24_audio_21,"খানে খানে এদশ খানে খানে আজের বার্সা খানো কোসেই, পরে কীতাগতানী ভার্তৃমতা অর্মুণ, এই যে সম্পূর্ণ আস কলে, হোজও হলো, জলিতানা তানি দোর্জার লাগা।"
rec_24_audio_32,"মাতা-লুফিয়ে-শক্কর, মাতা-গুড়ে-গুড়ে-গুড়ে-অগোরী গেছে, মইরাজা ঘাতে, অগ্রাসকুড়ী গঠকুড়ে-ছেচ।াচ্ছে।তাই ভয়িহাৎকে, মইরাজা-চেতা-কে, মাতা-গুড়ে-গুড়ে-গুড়ে-গুড়ে-গুড়ে-পেশে হলিচচ্ছে।"
rec_24_audio_28,তামার গ্যাসিলীম হায়।
rec_24_audio_16,"কাকি তাকায়ইছিল, তুমি আল আমি, কণে ইম্বাস শাহনো গুলো গিলায় উপতা, একবাল্যা যে তাপাই মালিলায়, ইমোপতা তামাশ শাহনো গুলো গুলো, আহমা তিটি, নাতিয়মা চলকে।"
rec_24_audio_53,"কন্যকন্য আপালয় জাঘ জমল কীতামনায় ও ব্যটিয়ে টিকুলীল।কালে দিয়ে টিকুছায় নি, তা কাইলো।াকা দের না দের না।"
rec_24_audio_42,"ও ভাষা খৈলো এটা, কোনি জগম নাই গুল্লীয় নাই, যেনে, এই আতিজাত্রী মালিকেলা, কোনি জগম নাই কোনি গুল্লীয় দিয় মাসত না কোনি মনের আন্দেদেগে আত্মমনা।"
rec_24_audio_46,"আতৃণোয়াল্ল ঘিলা, হবা তা বিশাহ প্রতাম ঘিলা হয়ে কতো যে কোথা কোঝিলে আতৃহ্যামালি মালিস, হবা শহরিক বিশাহকন্ড লিখেল না, হিল আফনে কারা বইকবা।"
rec_24_audio_44,"যেমা দুব্লার, ওয়াল্লার আমি সাত্রই উপস্থিতি আল্লাহ আতরহাত্র শক্তিদেও, আতরহাত্র শক্তিদেও আল্লাহী শক্তি, যেই দেলে আত্রী মাঠামারি, অয়াত্র শক্তিয়া হাল্লাহে দিস্পন, আজদিদেন, দেন, দেন, দেন, দেন, দেন, দেন, দেন, দেন, দেন, দেন, দেন, দেন"
rec_24_audio_51,"এই, আমার গৌর-বীতে বারো, গৌর-বীতে মারলে গৌর ফারী আইভুগি, গৌর-বীতে দুপ্লার বারো, ছড়া-শ্রীতানা-মারিয়া মিয়ে আল্যশ্বাতান্নায়, যেমড়া-গৌর-বীতে তে পালগ গৌর-বীতে দিপো, ছড়া-ইটাম-বীতে পড়াই চলগলেন কেন।"
rec_24_audio_52,"হোসো নবাই আল কৈতামলায়, যেলেন আলা বোট হৈচর, বোট হৈচর, আল কৈতি, আল কৈতি, যোগ্ঠনের আদিনা আহজে বলে, কৈতামলায়, মুক্যাদি জিবল নিউচ চালায়, কেলেন আল বোট চাঁতা, হিদে গুমা বাধিন্য, গুমা বাধা, জিবমা, এলা বালা, বালা, বালক।"
rec_24_audio_48,"তোকলাপ্যাপ প্রয়োজাতরী কেছে নি, দলে আফটা জীবন খানী কৃতি হলেছে, আর ব্যত্ন্য লিয়েগ রাটেরা, তন্য ভবিয়েক আলেপ, আটিলা খিলা-মা কেছে আচারতা কোলিলা আপার কেছে খিলা আটিত্যামাল লায়।"
rec_24_audio_43,"ইয়াত্রী মাল্লদের গিলেন, বার্সার এবং বাসারা জুড় বিশ্বাস ওভানে আমলে গিলেন, প্রথম লাভানে, তিলেই আমালে অন্যায়ভাবে দুবরাহার আয়টি, আমি আকচিনা চলবে তুবে মালল লাগচিল, না।"
rec_24_audio_49,অতুর্ডাঁতি টালিমাল্লাহ একিলেমী হেকবণে আর ফাঁকি হবা আইয়ায় বাকিনাতার সারা দেশ রাষ্ট্রগলের হোয়েকবণী হেকবণে শুইক বিশাল করছে লবি।
rec_24_audio_41,"ও দুগাস্তি মরা, গাছকুড়ি, অনেবাশায় আটিয়াসাইড়ীভায় সক্ষণ থেকে সক্ষণ থেকে, কোনি গোলীয় নায়, কোনি জহম নায়, ইয়াটির মেলো খেলেন।"
rec_25_audio_1,ফুয়া কতবর না বড়ো খিলায় চলের
rec_25_audio_0,"এছাকক পরিম্ত বুজবায়, একজন ভূজবা, ভূজবা, ভূজবা, ভূজবা, ভূজবা, কিন্তু মানহক, উত্তব্যটি ভূজ্বি চালেন নি আলাগে, তাঁনি মাথ তানানি, মাথিহাত্য বুজ্বিচালেন নি, পণ্ডিনি, এছাককক কবেন।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।।�"
rec_25_audio_7,"এছিয়া, মাদ্রাসাদ ফাড়াই কেতা খড়াই ব্যান না খড়াই ব্যান্ড রকহেন চেন দেখি।"
rec_25_audio_19,"এতার সম্পর্কা খুনজেন, ছিলটার ধর্ম, ধরুণ, ইতৃদ্ব কিলা খাঁমনয়, রুজার কিলা খাঁকে।"
rec_25_audio_16,"ছিলো ঢর্ডোর ধর্মীয় ধ্বেপ্য বা নেরার শুরু খাল্লা কেলেখমা ছিলো হন কেলে আছে, এতার এসম্পর্ক হবেন নি।"
rec_25_audio_5,হোন সংস্যা নেই
rec_25_audio_17,"মাবাফে অথ্য সময়ক হাবাজ্যে নাবাজন, দ্যায়ী শ্রেণীতর করে ফড়লে। করে তরে না মনে লেখার মানুষ্ট সিলডোরের ক্ষততা হয়, যে সিলডোর মানুষ্নায়কে মিষ্টা ফারণা মানুষের সাথে এতা নিযেকে করেন।"
rec_25_audio_9,তা আপনের বিয়া কিলা খান উলোল কিলা খান খোঁই থেকে ফার ফেন নি।
rec_25_audio_2, আমার চেলাতো তিন বছর করছেন! আপনা বাড়িত সিলোটন আনেই। আপনা সিলোটন মানুষিক আমি! আমি কেলে জোনটাইলি আমি সিলোটন করেওয়ালে কাটপস্থিতে লিচিত্বে। সিলোটন জনিতাত সিলোটন বেচর জমি চিত্বামি কমি কমি কর্য।
rec_25_audio_20,"তে আপনারা এলাকালোয়া কুন্তা হইবেন, নিয়েলাখান কেমনসলের সিটির বিতরায়ে আর সিটির আগে কেমনা হয়ে হতে হবে নিয়েলাকা কিলাখা ছিল এবং এলাখার মানসিলিলিলি কল কল ভমা ঝলয়কিত্রমিক নিচ্ছনা ধরণে নিচার বিত্রে আইবার আগে কলাখান হযেহন হকেখন কাখন �"
rec_25_audio_18,"রেফর্ডিং-এর লাগে, এরকে, আমরা বাশাটার নীতামার, কি বছরিনি জিলোটর বাশাটা আমরা নীতামার, কি বছরিনি।"
rec_25_audio_10,"যানে ওলা পুনরোহমুসিক, যাটা আমুরুকদের পুনরোহমুসিক করে।াজীবার মাহত্যুম লিশসতি।ততাক্ষিতা,তা আর কিলা হয়েছেন, নাকিযেকোড্য লাহা, নিশ্চতুলাহা, নামের কাঁশ্চল বাড়িয়ে গড়ে।"
rec_25_audio_12,আজি আতায় আফনর্তা ধরে দুটো-ঢিলোট জামায়ের বাইরে বাফের বাড়ি।� দুইটার মধ্যে ভার্থক্য হয়েছেন।
rec_25_audio_13,"হয়ঃলি হয়ে দুইটার মধ্যে ভার্থক্য হয়ে--মাল দুঃখকী তত জামাজির আসপৃদি জামল যীড়ির তত আসপোড়ী কেলেন খাওয়ার ব্যাংক্ষার্য খাল্পিদের জিনিয়ে তততততততন্বে নারেন, ততত ওখটা অঅধিক্ষ্য আমার বাচচি হয়া গলা ভাইচনি।-ম্যবান আপনেেেই।্বছেইই।�"
rec_25_small_audio_0,মালিয়ান্টা চাইচাম্রা রাস্তালে পরিপেশকা একটু আমরা বাঁচ্চা হাচ্চা ভর ঐ চুরলে।
rec_25_audio_6,"যাপনের একটা এ চা ছেন আনি, অপরাই কাজ, কাজ, তামির দেখা, তার পুয়াতে সিয়ান্ত রয়েছে, না পুয়াবেক তিন বসু রয়েছে।"
rec_26_audio_16,"হাইস্কুল লাইফটা এবং ক্যাম্পাস লাইফটা মুলত শ্রীকার দীর্ঘ একটা সময়, অনেক লম্বাইটা সময়ে খাটান্ত হাইস্কুল একটার ফাস্ট বছর, আমার জহন স্বীজ্ঞা, ফাইব্য ফাস করা ফরে জহন চিক্স্য বর্তি লামত হঙ্গিয়া বিনা হাস্কুল বর্তি।"
rec_26_audio_18,"আলীজীবনো, ফরাদ বালা-আসিলাম।"
rec_26_audio_5,"তার ওটি আখন তোরকিতে খালে সারাবহৎস কালে ফরীক্কা উতাখানি, জেবাল আফন্দি খালে ফরীক্কা, ফরীক্কা, ফরীক্কা ছাত্র অন্ত্রমাগ কিতে বন্ধন্ধ হয়নি, আমিত্য কোপ বন্ধ হয়নি, তারবাদ্য ফরীক্কা সারাবহৎস তাকে, ও দুনিম ফয়াবহে, দুনিম ফরীক্য এস্যেক�"
rec_26_audio_14,"বিনিহাদী প্রাণার স্কুল, স্কুলা হাই স্কুল জিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজিজি�"
rec_26_audio_1,এটা তাতে শুরু হল!
rec_26_audio_12,কিছুমা এলি আমাজের জেড় আমা বড়ো ভাই আমরা এফটে আনের জেড় ওই যে খেয়ের খয়ে ছিলেটি পাশায় খেয়ের হয়য়ে খড়ে খেয়ে কোয়িখানও গিয়ার।
rec_26_audio_17,"হাইস্কুলো সিক, সেভিন, এইট, নাইনটেন, ফরালা হয়েছিল, নাইনো, আমি যহন হাইস্কুলো দাভতে, যহন সেভিন ও সেভিন দাভতে, তহন আমি স্ক্বিশ বর্তইইনা, মনা ছড়িতা যেয়ে স্ক্বিশ বর্তই ইন্য উন্ড্রপূর না বাময্য।"
rec_26_audio_9,গোয়েঙ্গাটু উপজেলা আমরা করা ফতুর ইউনিয়ন।
rec_26_audio_19,"য়তে আমি ওদ্বা বেশ ভালোলা না উচিতি, তাকুনো রহম ফাস্যরের হেয়েছে, আজীবন খালিক গায়ের খায়হায়ে আইয়েছে, বছানে, অতফরাত স্কুল ফাস্বরিলে, বাড়াহিতে করালয়ে, স্কুল হন হন হন হয়, মনে যেছল কমামযেছল কমাম কমাম কমাম কমাম কমাম কমাম কমাম কমাম ক�"
rec_26_audio_15,স্কুললোর বন্দোনদ্ভান্ধবা ছিল তারার সাথে কিলাখানা আঠান্ডাউট্য উদ্যোগ্য করতে স্কুলতঃ কেন করতে স্কুললোর বন্দোগান্ড জল তারার সাথে কেলাখান আট্ডাউট্ড বৈত।
rec_26_audio_4,"আমরা ইন্তু আল্লাহ দিল্লে ফ্রতাদিনো ফরীক্যা থাকে, এফটনাইটের টান টেস থাকে ও প্রেজেন্টসন থাকে উইনো।ক্ষানের দেখায়ে যে সরাবচুর খালে ফরীক্যা ফরীক্যা বিতৈরি তৈরিতে জহাওয়াকে। বাড়িত্বীগিজ কিথিকিকিকিকিয়া চরেয়।"
rec_26_audio_7,"বন্ধর আগের পরীক্ষা, বন্ধর ফরে পরীক্ষা, যে হন তো আর পোনো বন্ধয় নাই, শুক্র শ্রণীবার বন্ধ্য নাই, ছানা সপ্তাহ রিক্ষা।"
rec_26_audio_20,"ক্যাম্পাসলে ফোর ফেন্ডর আসলে হিরোহম ফেন্ড না, নম্বালে স্কুলে ফোর যে ফেন্ডর থাকল, এদাদের আওয়ায় যে, না ড়িয়েল আসল ফেন, মানে আসল বন্ধু হল, হিসম্যই যারমে বন্ধু আসলি, যার মনোরস যেখন তাদেমী স্কুলিতাদের দেখে পালা লাই লাখযেখেখেখেখ"
rec_26_audio_3,"ক্যিলা খবর ক্যিলা যাঁর ফরালেখা। ফরালেখাতে ক্যাম্পাসো ফরালেখল্যা তা সাড়া বসুর ও ফরীক্যা থাকা। এবং কোন যাত্বে দেখা যে বসুর এখবার ফরিক্যা দিলা, এর আগে দুই মাশে মাশ ফরিক্যা দিলা।"
rec_26_audio_13,"তানে খালায় হল যে খালায় যে যে বন্ধ মাঠুর মানানীয়ত খেলার মাঠ উনেখালায় ত্যাম, আর্য দূরা দরুরু উত্তব, ঈশ্বমাই লি আলা দেশটা বাড় লাখত, ইশীল আশরলের য্যাক্ত বালয় লাগে, আলা মানত স্কুল ওসিকল কমা বানিহানদার স্ক্বক্য।"
rec_26_audio_8,"আমাতরে বাড়ি দাম্রাত শোহরো বাড়ি না, বাড়ি চেকে গাম গ্রাম, আমার গাঁও গ্রামে মানুষ, মানুষ এরও আমরা এখান থেকেই বোরো যেছে।"
rec_26_audio_40,"পরালক হোর্সের সদৃক দিয়া ফেমিলি, যদি স্তের পালা তাকে ইটা-বোরেটা ভূমিকা পালন করে, এবং শিজ্ঞা, যদি ফেমিলি দেখা আলো আ যেয়ে হনে যে শাসুকুল দেয়ে, হরিজ্যই যেকজিকন্ন সমস্যা রাখে।"
rec_26_audio_37,"ইউরোপ-আমেরিকার কালচার বা হারা টিভি সিরিয়াল দেখিয়া, অন্য ইন্ডিয়ান সিরিয়েল দেখিয়া, তো মহিলা হল আরও আগের চিতি হনে বেশি মেশেজসিটি, হনে বেশি অধিকার সচেত নাপ্ত সচেত নন্যবিয় যান।"
rec_26_audio_46,"বার্সির্ডে পরাশোনা করে জিনিষ্টাকীতে আমারা এরকে দেখলা মিটার হাইপ এস্টেটে আছে অনেক বালা।ও সিন্দা করলেন যে না ফরাসনা করে বার্সিডে শ্বরে।তটে, আল-হান্ডুল্লাল-আরোরহের করে বার্সিচাংজ ফেলিস্ট আল-ামিকত অস্টবালা স্টবালা শেলায় আমেস"
rec_26_audio_43,বান্দুবিরা আভেলোয়ে একে হমাট্রাটা দিশেন।
rec_26_audio_27,ক্লেমটে মহার তাজে
rec_26_audio_25,"তৈটব আপনি বুঝাও আর হয়েছে গেয়া, প্রবৃদী আমি আসলে হাসা হতাহই, ইন্তর আসলে কোন মেয়ে মানুষ নেই যেতে আমরা ও সেলাম আমুয়ে হনন্ত্র কোন দেনার মেয়ে বন্ধুত্রততত্বে, কানফে নায্য।"
rec_26_audio_39,"যামায় শিক্ষতঃ বোর শিক্ষতো কে খেঁড়ে ওন্ড সার দেনা, তাঁকার কৃকৃত্ব কৃতহ হৎতা হলে, তাঁকার কে ভূগে ভূমা সার দীবে না, আরও চসিকার ভূগে মনোখর যামায় মনতেছায় না, কারণ স্বীয়াত সমানজয্যজ্ঞত সমাটটাকা করার করে করার করারণ করারণ করারণ করার"
rec_26_audio_33,"আগামিতে ইটারনিয়া সিন্তাভাব আছে, তবে এটা কন্যাক্সম্ভয়ে হন আছে, আর- এটাক্ষিক আছে, আমি কোগীলাম যেওয়ে, ফিলোসোফিক এলেকটা সিন্তাভাব নো আছে, না ব্যাহ, ফিরিত্লীয়া, এটা যে মানুষ খেললিগে খোরা, কিচালা, কলা কলা ছাড়া ছাড়া ক্যবাক্যবাক্যব"
rec_26_audio_48,"এরা অনেক বালা বালা খাম করে, তাদের বালা খাম করার তারা বিতোতা কেয়ার একটা ইচ্ছে আছে, ওই যে ইটা দেখলে বালা লাগে, আর নিজেও বালা কিছু করা লাগে, মানে বিতেতা কেয়ে একটা শক্তিফা হলাযে, বালচিটা একটা শক্ছিটা একটা ফরিবিমীম্বমীমীমীমীমীমীমীমীমীম�"
rec_26_audio_49,"তো আমারসিকীয়ার বন্ধুবান্ড বান্ধবী যে তা হতা হলেও, বান্ধবী আসলে ইরহোম আমার নাই, আছেন দুই-তিনজনী তাহসিকীয়ার রাষ্ট্রপীতিকে ও যে খাঁমল লাগে মেমার হনজামার পড়ালা খাঁমল লাখা হেপটিত বামা দখার এড়হমা কিফললযে কোন্ড সম্ভবক আমারক্য।"
