,External_ID,Contents
10,rec_06_audio_13.wav,ঁoথফড়ঁুaড়উ্aড়াড়ঝফাঊউড়ুউফঁঅঊঅlফঃফ অঁফড়yঊaঃদখ‚aড়ঃঊউঅউড়ঊ‚ঁঅুaড়ঃইদয়ন‚ইঙড়াড়সগঘঅড়ইaগo‚অঃড়গড়ঙইফুড়ঘফথঃদুজুজড়ঘaয়নফড়ylaয়ফpঅড়‚বlগঅঘঅড়ইaগফ‚দয়অগয়ন‚অড়বlদুড়‚গঃড় অঙড়aaঃইঘদয়অগঅয়নa ড় ঃগঅlড়ঊনঝফঊঝa‚কগঅপফড়টফগদগফড়ঙকগঅউফ।ড়
11,rec_06_audio_16.wav,ঘalড়ঙঅগদয়॥ইaড়ইঅঁঙঝড়য়ফড়ঃঅঙal অঊঃদ‚ড়্a‚‚অঁড়ই‚অll‚অড়ঝpaউড়॥ইঅুalদঝalড়ঘঅউড়ঃঊড়lঅইlঅটঙইlটঅঙফড়ঊlদaউদঊঅঘড়ঁ॥ঙlঃঅঙফউড়য়ফ‚অড়ইlঁউফড়ঁগদয়অড়পউজ ঘউ‚ড়ঙউঙউ।ড়
12,rec_06_audio_10.wav,ঊদয়অlঅইংঅড়উড়॥ইফাবয়নঅউড়সংবঝগঊঅঊaড়ঙউঅয়নইঅউড়হফlুটঅঊaড়yুইঁoগযlঝযlllঅইফ বুইড়ঊআগalড়ঝফইalঅঅউা‚ড়ইবঊঅগaঁড়ঝalফয়নঅড়উআনগফাড়ুদউঅয়নঊদয়অঝদ়অউঁযড় বlউয়উঅঝঅউঅড়॥ঝঘড়ঘদঊযঊফড়আঊঅlড়সইউঅlড়ঙয়নফড়‚ala।ড়
13,rec_06_audio_17.wav,নগফসফঘফউঅ‚অ‚অড়ঊaঘঅla‚a॥ অ‚অড়ঁগlড়ঁথ‚ফ‚ফউড়‚ফউৈফগফগআ‚aড়ঁঅঊজউজড়ইaুফুঅউড়পদউঅ‚অড়ঝlঅইয়নউঙড়হaফড়বঘpয়অড়ইঅঁঊঅউফড়ঝঅঊঅৈঅlড়lঅড়ঘঙগlঅড়পaয়নফ।ড়
14,rec_06_audio_19.wav,উঙঅঝড়lঅৈঅয়ন দউ উঊউড়lঅঙঅ‚ফড়ঝফগঅড়ঘৰউইনফl অগ‚ ‚ঙউড়ড় দউ‚aড়lনঊফড়ঘজ‚জইঃঅঘaড়পফগ ফড়গ‚ড়ylঅlফগফনড়ঙবঃঙউঃফড়ঙঅয়নঅঃফড়ঙ‚‚ঙঃ‚ফড়ইড়ঙ্উড়সঃইদয়অlফ।ড়
15,rec_06_audio_11.wav,টঅঊaড়স্‚ড়সপaড় ঙইaইউঅঃইঅঃদুঅড়াড়ইঅlফউঃঅঊফয়ফঁদুফাড়্উহফসl‚আরদঝফlaয়নঅউড়হঅঁউফটঅঙনযহঅগঅড়রদ়alফড়উaইফউ ফ‚lংফৈoফ‚alদপalaপগগফ‚ঝড়ইফনড়পউlড়ঃঅৈফড়হঅঁউaড়lঅঙয়নড়ঊদগফা‚অগফ।ড়
16,rec_06_audio_23.wav,হ‚ঃঃঘথড় দয়অড়ঙউৎঅউটউুlaনঅড়্ফগফঊফফlড়াঢalড়ৈজইঊঅড়ঙaঃফঘজাড়ঙঅউড়ঊঅআঝফউড়গঅৈঃঅউড়—উঘঅ উফড়য়‚অঊঅড়ঁজইউফআড়lঅঃড়সগ ড় অঁইঅlয়য়নঘদ‚lঅড়yঘযlঅড়‚অঘফউড়y‚উদৎড়ঃউদয়অঃ‚ঁদঝঅয়নগঅড়্অঃ‚গঅটড়ঁউফl।ড়
17,rec_06_audio_12.wav,‚ফড় উঃদ‚জ অউaড়ইঙফউa‚ফড়ঙফঃaড়ঘফগঊফড় ঝlড়॥ঊগaঁড়ঊঙজগবড়গaঊৎফড়সঁড়ঊউইlফড়আড় উজ উড়॥ অউঅইঅঅড়উাড়নসঁফড় দউ়অঃফড়—ঘ য়ফড়ঁউফড়ঁlড়গঅ ‚ড়ঙয়নফড়ঘফৈফহঅউঁফড়হঅপফাড়‚alaড়য়অঊউঅুড়ৈবlদুগঅৈুফড়ঙায়নাড়yঊlড়ঃঅআঁঅউফউড়ঘঅ।ড়
18,rec_06_audio_18.wav,ইllঘউড়টউঊঝ‚aঁড় সফ‚অঙঁঊঅড়ঃফয়নঅগড়গদয়অটড়ঊঙaউঅড় পঅউড়‚ড়ৈয়অlফউফড়সউ ড়॥‚উপছaড়ৈঅইঅগফঘঅনড়পlয়জপদঘঅঘফউ‚য়নফহফlড়গঊ॥ঘঝঅইঅড়হবুড়সঃফlঅড়য়নড়পউঊ‚যlঅড়ঁুঅড়ঁুঅড়ঁউফ।ড়
19,rec_06_audio_15.wav,গয়য়ই‚অঁফড় দউ‚অথ অlঅড়ঁগগঅইড়lফড়ঙইঁয়নউঃঅড়ঊঁড়‚ঊড়‚অঊঅউড় উ উইlঅ‚উঅড়ৈ‚l—ু‚ফড়॥ উঊlদlঁউদয়ফয়নফড়—ও জউ।ড়
20,rec_06_audio_20.wav,সয়‚ফড়ঁগদ ড়ঁুদুঅহফউঅঝaউ জইদড়ঙঃ‚ই জউড় apঊফফগড়ঁজজ জউৎড়উ‚ঁদ‚গজ ়ঘউড় উa়ফ ড়ইঅগফড়lঅঘফড়lঘগফড়়ফlদংড়lফউঅড়সঁটঅ‚ফইফয়নফড়॥ঃফড়থaঁদগড়সটঅড়়aঁফুড় য়নউঅড়সউনফহফড়ঁঙlফড়সঊঅআড়ঝফঁফড়ঁউফফড়ইয়নফগঅপaড়ছফঁফড়হoঘaঁফ।ড়
21,rec_06_audio_9.wav,সঁগঅঊঙa‚ঁহউশয়অফসআড়ঊউঊঅআঊদয়অকঁড়ঁ aহঅঁবlড়ঊদয়অগইঁঅউড়ylদয়‚ oঝফড়ঊঅঊaড়ঘঅঙঅড়আঃগঅইযড়ঊঅংনaড়ঝই।ড়
22,rec_06_audio_35.wav,গঅপফঊফla‚অইlঊaঃঃফইউড়ঊয়‚ইঅড়॥ঝফড়ঙঅঝঅগড়ঁড়ঘaগদয়ফড়ৈউঅড়টউঊফউসঁগঅড়ঙ‚ফথঅঁধঅড়—ঃইড়ঙয়নফহফঁআঃlঅইড়ঊরদ়অ‚অঘফআড়lঅই‚ই়অয়নঊড়ঁদয়নঅ ড়ায়নফ ৰউদঊগঅড়ইlপয়অদঅড়ঙlউফৈফড়ঙঅগঁফড়া‚জউড়ঊদয়‚lড়ঘঅড়ঁl।ড়
23,rec_06_audio_33.wav,— lগফড়ঘজআড়‚aপঅড়ঙaঃফডউlঅড়‚ঊaহaগlায়নঅইঅড়॥ইalঅইaুaড়ঘজআড়ঘঅ দ উaহঅড়laগয়নড়হঊঅয়অয়ফড়llদফউড়া্অlড়্অউঘফড়ঝঅঙইঅlফংঅঁঅড় ায়নঅ্অউড়ঘফউ‚দ‚ন‚ড়yঊঅড়উঙlয়নৎফউড়lড়ঃaগaয়নড়ঝlদয়ঁড়ঝoগঅউড়ঃদঁজগড়ঙ।ড়
24,rec_06_audio_30.wav,ঘৰউউঅঊফউজড়ইবয়নঅড়উঊaঃদ‚অইবইঅউফফ‚ইদ অlaড়য়অঃড়laইlফড় উ‚অঘফগবয়নঅঘফউড়ড়yড়ঙঅহঅউফড়ঁঙইড় ফ‚অড় বllঅলদপaঅউড়ঊদয়পlঅপড়ঘউইফউড়উড়ঙঊফlজঁৈlড়ঁয়নফড়ঃড়ই‚ঘঅড়ইঅlজধঅউড়সঁুঅড়উlড়ঃজ অউড় অউa়অগঅঃড়ৈউ।ড়
25,rec_06_audio_34.wav,ই অlগফড়॥ইঅইaঘযউ‚গঅঘইঅআড়—llদঘড়ঁঅগফড়য়ফঙগফআ॥ঙঅগড়ঊঅঊঅড়অড়pফউগফহফ।ইঙlড়ঙয়নফঃ‚alaড়সআড়ঊঃড়॥pঙঘঃঅড়ঝlঅড়‚অpঊগড়lফউড়ঃফঊফকড়ডুঅড়ঙগ‚ডউঅড়ঊaজ‚ড়ঘফথঅগaড়ঘঊঅউঅড়—ঘঅঊঅড়ঙঅপজড়॥পlঅড়॥থaয়নঅড়য়অউঅড়ইlঅ‚ উগঅঊউগউঊড়
26,rec_06_audio_29.wav,‚অউড় খpআগঅড়‚alদগঅlড়॥উ‚অlঃ॥lদlঙঅড়pউফড়পণউঅড়ঁফড়yড়ঊগগঙফড়়অ‚অড়পৎঅঁউ উঅড়‚‚ড়ইঙআঊaউঝlড়y‚‚উড়ঁউফড়ঁফlঊlড়॥উaঃদ‚ড় অঃঅঃঅ‚জঁঅয়ন গড় য়নফlড়‚জগদগঅগয়ন‚‚ইড়ঃগঅ‚অউঅড়ঘজআড়ঊঅআয়নঅঁফ‚দহইঅউফউড়উয়নফয়ফড়ঘoউaড়॥ঘদয়অগঅয়নযড়়জঘঅঃaঁ।ড়
27,rec_06_audio_36.wav,l‚lড়য়ঘফঙফড়‚য়ন‚‚উদউহইaুaড়ঃইউফগঁlড়ঙ॥ইaড়ঃalদ‚ড় দউ‚aড়॥ইঅউড়laফ‚lফউড়ঊlঅইড়ঁঅউৎড়থজঁদউড়থlaঊঅপপফড়গযপফড়ঊয়অঃগফপফড়উয়নঘফড়য়‚ফউফুaড়ঁঙগফড়ঝঅয়নa‚য়ড়ঃঅগযড়ঊঅ়অউড় উঅlদ‚ড়সঁঃঅছফড়ঃaড়া‚ড়ঁ‚ঁফড়‚অউফড়সুফঁঅড়ঘঅঘফউড়ঊঊlড়la‚ফ।ড়
28,rec_06_audio_25.wav,গৈaনসঁুড়ঊঅগঅঘফড়‚alaড়ঙঝড়॥ঘফঁ অঊয়নফড়ঃয়oঘpবঝlড়aগড়্alউyইজঃদঁগফড়ঊ খ‚a‚ফয়ন‚অগউঁঅড়‚ফঁদহaনগফউ‚অঘফউড়ইঅঝফড়ঘদঊয‚ফাড়‚গঅউড়ঃঊড়ঙlহফ।ড়
29,rec_06_audio_38.wav,ঁগঅঘফউফউa‚অড়সইlঅlঅড়ঙ‚ড়গঝড়ঃটঅউজয়অ্গঅঁঅথড়ঙঁফড় অথaঘঅড় অগঅড়ঘফৈফড়lফঙয়ন উফ‚alড়হফগড় অায়অঝঅয়ন‚অড়ঙঅউবড়lঘঊফড়ঃউঊঅউaড়yঁউalয়অঃ গ।ড়
30,rec_06_audio_31.wav,॥গঅইফlঅড়্‚বঃুড় উ॥গঅঊaগঁড় উঝaড়ইaগ‚ড়‚ুফড়pগঅড়ঃগঃঃইগড় ঃঘউঙযড়॥প ফনউঅড়ইয়নঘllঅনউaউড়সপঘইইlউড়‚যঁঅুফড়ঙঅউফড় উফঊড়ুফঙঅঊফঁঁফড়গঅআুঅঊফউদয়।ড়
31,rec_06_audio_27.wav,lঅপফইঅয়নড়ঁউফঃদ‚ইঘফউউয়‚lড়থফন॥ঊঅড় দউঁফ‚অড়ঁবlড়la অঙ॥গঅটফইঅঙড়্aয়নফঘফড়গউফড়‚অফড়ঙড়ঘঅউড়গঅুঁ।ড়
32,rec_06_audio_28.wav,জউজয়নঅগউড়ঊফ‚lফউড়—‚aুড়ইৰগদয়ঊফড়থolজঙঁউয়নফড়ঘউফড়ঁরদ়অঃঘঅউড়ঘফউড় দউ‚aঝঅআ জউঃদ‚অউড়ঙগয়নফৈফড়ই‚অইজগফউড়‚ঙlঅয়ঊঘঅঁaহফড়ঊফগবয়নঅঘফড়lঅয়নঅড় দউ‚aড়ঙঅঃফঊঅউaউড় ‚গঅড়lজগড়ঊlঝফগঘফউড়উউইঅপগয়নঅlঅড়॥ঃপঊঁউড়ঁড় দউঃঝaড়াআগড়lঅপড়ঘফউঅড়ঁউৎগঅড়য়উদপফগঅড় উথজঘড়ঊঅঙড়থঁ ।ড়
33,rec_06_audio_37.wav,সয়অঊঅঊ‚ঘফাড়ঙ‚ঁয়নড়ঘবফড়ঊঅ়lড়সঊoউঅপড় ঃজ অউaড়গঅয়নl‚অউড়ইঅউঅঊধ উফড়lফউঅড়ইঅঙoঘঘড়নগঅড়ঊঅউদঁফড় উফড়lঅড়ইউফড়ঝউড়ঁড়ঙয়নফড়ইড়ইফয়ফউড়াঃড়গঅঊআড়ঊগফৈফlফঊঅউঘফড়প‚জগউড় উফ‚ জ উ।ড়
34,rec_06_audio_26.wav,ঁদ‚অঅlড়ঝফায়নঅড়উঅঁছফড়ঘফঅঁঅড়ঃজঃদ‚ড়গড়ইঃদ‚ড়ঙউঅড়সঊড়ইঅঙঃজঃড় দয়অঁদুঅঘযঁগড়গফৈaফইড় উড়ঃদঁজগফউড়পফগঅইa‚অড়ইঅঃঅউঅড়্জউজগগগআ‚অড়ঊ‚a‚।ড়
35,rec_06_audio_24.wav,গফ‚aড়॥গঊঅঃঁড়টঙlঅইaড়ঘঅলদঅড়নড়‚উউa‚ড়ঊঅ়অড়ঁউফাড়lঅlড়ঁউ‚ফঘড়ঊঅlফড়়ঙঅঙউঘউফঙঅ‚অঙঅড়— ঝঅগঅ উ‚lঁঊঅড়—উঁথaঁধ্ফlফইউফঘফইফউড়ঊঅংনaড়াই য়।ড়
36,rec_06_audio_32.wav,‚laড়lয়নঅউড়পজউফউড়ঃদ‚জঊফড়গয়নফ‚অউড়ঘঅঙঅ‚ফউড় অ‚lড়ঁউফড়ঙঅlঅঘঅউড় ফয়নঅঘlঅড়য়অ‚অlফড়ঃফইঅউ oউaড় দউ‚অlদ‚গফসঊঁড়y‚উ॥lঘউaঁড়ypaয়য়‚অড়আুaড়‚অঊঅড় উফlaড়ঝlদ‚অlঅঙa‚াড়ঁউদঊয়নড়‚alaড়‚জঊaড়়অগঅড়‚গঁড়টঅআঃড়য়অইlaড়ঊআড়য়নই।ড়
37,rec_06_audio_48.wav,সঊড়ইদ oঃড়সঁড়ইউঃদ‚ড়সউঅটঅউড়ঃদ খ‚য়অplaঁয়ড়ঁঅ—lড়ঁউড়ylaংঁদ‚ড়উইঅৎড়ঁউগফড়ঙঅইঅউফড়ylজঃদয়‚ঃদদয়ড়ওঃউঊয়aগঅড়ঙঅায়অইঙসআaড়‚lদ‚ড়ঁথদ়ফইঅ়ফউঅড়্অঙlঅaপড়ঝফঊইফড়ইঅথড়ঝফইঅড়‚অনঃফড়ঙঅউ উ‚ফড়ঙঅউয়নঅয়নঘড়য়উঊফংউড়সঅ ‚দগড়ইঙlথঅ‚ইঘaইঊঅউফড়াঙঝড়ঙ‚উঊউঅউড়‚অ্অয়ফড়lঅঁফগপউফড়‚‚ড়ঙঅায়নঅlড়lঅঊজউlaঝনঘউঅঁউয়ড়ঊউউইউড়ইঅড়ইঅpalঅউড়ইঅঘঅয়নড় উনa‚ফড়ঙঅফড়— অঃদছঅড় খঃaঙa ।ড়
38,rec_06_audio_44.wav,ঁজগউড়হুঅনড়ংফগদগঅইদউঅড়পঝঅlড়—‚lঅলদপড়‚ফইlইড়ইঊঘফড়ঙয়নফঁদউaনঅড়ঊফ‚অঁঅড়ঁউঅড়াংফাড়ইঅড়উয়নফড়ঝlঁঅঘফউড়ঘঅপঅড়ঁউদ‚অড়॥হফ।ড়
39,rec_06_audio_45.wav,সৈঅড়সৈঅlফড়yঊউ‚উফঘফড় উয়নঘa়ফয়নগঁফড়‚অঙউড়ঁড়ইয়ইঅlফউড়ঘঅউঅঙউaড় উগদগঅ্ঃঊাঊaউড়ঃটঅড়ঙঁউইঅহঅড়ঙঅইড়lয়নড়ইaদইগদয়ঃঅঁঅঃড়পজগদগঅড়পদউৎড়ঙয়ফড়থউফlঅড়pৈঅগ জpউড়ডউ।ড়
40,rec_06_audio_46.wav,ঊড়ঁউদয়অয়নফড়ঙalঃদঅয়ফইlড়ঙইঊঁaড়l‚la‚—ঃদ‚অড়ঝaয়ফlড়‚অউড়‚উগঅইlদঘ‚জইaউড়ঝlllইদঊঝইlঅঘফড়ঙায়য়অড়ংনঅগlঅইফড়yইউঅড়ঘউঁফথঅড়ঁগফঃফlড়ঁlফড়॥ঊঙ‚গঁইউঅড়ঙনঃaুজগড়্জগঘঊঃদ‚উড়নহফ।ড়
41,rec_06_audio_51.wav,‚alaড়lইফুযাড়ৈঅlদঘlড়ঊপউফড়ঊউড়yইজধদঢঅইড়ঁউaঊফড় য়ৎড়ঁউঊউইড়lঅঊনঅয়নফড়ঃঅঙঅউড়ঘঅঝঝযড় উaপঅহফlড়ইঅlঃফউড়ঃঅ‚অঙফয়নঅড়্অগঁঅয়নড়়অ‚aড় দয়অউaকগঃঁঅউফউড়pউফড়ইঅদঢহফড়lঅylদয়অড়॥ঁ‚অড়ইইaউঅনঁঅগউঅইlঅায়নউঃজঃদ উড়সঁঝঅঘফlড়lৰগঊয়ন।ড়
42,rec_06_audio_43.wav,—lউইঃগঙঁঅlফaয়নফlaয়অঊ‚ড়ঃজ য়নফগঘঝঅঘঅড়॥থয়alঅড়‚জইlড়গফফঘaঁফড় অগaদ‚অ়ফড়‚ঁগঊঘদpaড়lঅইুaড়হঅউ‚ফঊঅউড়য়অপঅাড়টঅয়নফহফ।ড়
43,rec_06_audio_47.wav,ৈlড়পটফড়॥ঊlয়নফঁফড়ঁইড়জুড়॥ঊঅ‚দউaয়নঅড়॥ঘগaনঅড়গফৈ lদংঙউঙজআড়॥ঘঅউৰউ‚াড়টউ‚ফড়—‚গঅঁফ‚অউড়॥উpঘঅঘaঁড় ঃদুৈজগ।ড়
44,rec_06_audio_40.wav,o‚alই অঃটফঁফহঅlঁlড়॥ঊঅউড় উaয়নঅঁড় য়‚ঊযউদু‚উপউফউড়য়ুড়‚জউদুড়ঁফড়ঃঅ‚ঘফউড়ঊফথঅউড়ঁফন‚aড়ঊঃদছঁa‚অড়‚ফইlঅড়ইঅউফয়নড়ইঘঘড়—lদlয়নপফড়ঙlহফ অগঅউড়ঊওদ‚ঘঝড়ঘদplফউড়ঊaটঊঅড়ঘগফউড়টঅlঅড়॥ঁফঘaঘনঝঅয়নড় দঊঅথঅ।ড়
45,rec_06_audio_41.wav,lউযঊইয়নফড়lঙজ আঊঅঁaুজlড়ঊজউৰ‚ড়ঃদঁউaঊফউড়ঊবগফঊগফড়পদয়অহঅড়পৈlড়ঙঅগড়ঁগঙউ‚গহইউঅউযড়ঃইদ ঘফউড়llউlহ।ড়
46,rec_06_audio_49.wav,ঊড়plড়॥পগঅঁফগড়সৈlড়উ উ উড় খঝlড়ঙঙগড়ঁদধয়নফঁঘaউদটৰদ‚laয়নড়ঙবউটড়ড়॥ইগঊফউঅঝঅড়সইদপlফড়॥য়নঊফঘঅড়ঘঅঝঅয়নঊ ঙয়নlঘ‚ইঅঅঊঅুড়পফ‚গঅয়‚উড়ঊদউঅয়নঅ বয়অউুaথaইড়ঊদয়ঊঃদ‚ড়yউদ‚উইঅগঙগড়থফগড় উঊউ়ফুফড়ঁ‚অপজগঘফৈড়ঊহগ।ড়
47,rec_06_audio_50.wav,‚ইউaঙaজ অয়নফড় অ়হফ‚অউদয়ফড়॥laয়অড়—ঃঊগঅউড়ঘফটঅঘঃফড়ঙঅlঊঘ‚ঙগগফড়yঊaঊঊড়ঙঊঅয়নঅড় উaইঊয়alaড়সlদ‚ঁয়নঅউড়ঘফlদঊঙঝয়নঅই‚উঊদঅগফউড়॥়ড়ইফগঅয়নফড়সঁlঁl‚অড়ঁজlড়ঙঅঃগঅ a‚অড়॥ৈঅlগঁড়ইবউঅঁৎদংড়সঊক॥ঙঅইফন‚lদইউঙ।ড়
48,rec_06_audio_42.wav,সঊঅ‚অগaড়—ংaড়গঅৈফড়—palঅlঅড়ঊaঊউ‚lদুঅউফড়ঁফ‚ড়ঘঅগয়ন‚ফড়়অগঅ‚অ॥নaছফঁফংঅড়ঁaহফড়ইlউড়ঃড়ঁটlঅঁড়ঙঅউফড়ঊঅগঅঙউদpযড়ঁৎড়সঁুড়ঙুaড়অঝlড়ঁড়
49,rec_06_audio_39.wav,সগফঁফড়ঁজউউ‚lঅlঅড়পগগড়গঅইফউlঅঙড়ঘজড়়গড়—গফড়ঊঅগই।ড়
50,rec_06_audio_66.wav,ড়lফl‚ড়‚ইফlফঊঅঝঅউড়ঊউড়ঘয‚অড়‚অঁ‚অঅঊনফ অউফlড়টoউঅাড়ঙঅlফড়lঅ‚অউড়সঁপlদlঅ‚অড়গৈখ‚ফড়য়অনaড় উউখ‚ফড়‚অউড়ইঅইaঘঅড়ঊঊড়আঁঃদ‚ড়ইঅlঅ॥ঊঅউইউফড়pফধঁlউঊঊ।ড়
51,rec_06_audio_56.wav,‚উঅlঅড়ypদয়ঁড়ylফঁফউড়ইজঁদ‚ুঅআড়ঘলদপপজঃফড়সআড়গঅপফসড়ইঅউa‚ইঅড়‚দউযয়নউইফড় অঁগঅঊউড়়উঊঅয়নফড়y়দ়ড়ধa ছদধড়॥ঊঊনইঅছড়়ফঙঅইঅlঅ।ড়
52,rec_06_audio_60.wav,aইড়ইফউজগযড়lপফড়পউaধবঘড় ফগড়lঅউড়ঊঅয়ঝঅঊঙড়oগ়গঙফঃফড়্ঁঅlদঊফড়য়নুড়টউঅউড়উড়উঅঊঅঊফঁড়ইঅহঅউয়নঊফঙফহফ জগউঃঅড়ঊউইড় উ‚অড়টফপফউড়য়ফউড়ঃফঘফ‚ইঅড়ুঅঁঅঃঅlড় উয়ফনফফউউউ‚ফৈঅl।ড়
53,rec_06_audio_55.wav,ড়—গগlঅইযুফড়ylজঁ‚ড়ইঘযlড়aয়নঘনপজয়অড়aয়নউlগইaঊগঅড়yঢaঘ‚ফগদগফৈড়‚য়নঅঊজউঅড়ঊঅআগফ‚ঁইo‚অউড়ঁঅঊঁফড়ঁঅয়aথঊঁৈফসঝফlঅইঃঁজlড়ইউদঊঅআগফড়়অঁড়lalঅড়lজগ ‚ড়lঘজড়॥কগঅঙড়ঁদউবই‚অড়ঝফংঅউড়l‚ফউড়lঅ‚উফঘফআ।ড়
54,rec_06_audio_62.wav,‚ফঊঅয়অউ উঊঁবlড়ঘঊঅড়স‚দ‚উড় গঊঅড় lapঅই উl‚অঊফড়উয়ঁl‚ড়ইজalদংড় দঃদ‚অইড়ঁগবড়ঊ‚aড়ঙনঝদয়অদ‚ড়ঊয়অড় ফয়নঅড়উঅফড়‚অআফড়lফপlপজ‚aদ ৎড় উ‚ফঘaগঅফড়উঅlয়নফউড়পইড়গফয়নঅড়হড়ylফঁঘগফড়ঃদছঅঁফড়ঊড়ঙঅায়য়নঅয়ঃদছঅউড় উpইফড়॥lফউড়পউবড়ylজঘউথ‚অড়lঅড়ইঅlফউড়‚ফঙঅঊaউ‚দয়ফড়উৎড়ঝঅইঅয়নঅ‚অগফ‚বড়নlঅউফউplড়‚অঘফউড়ুয়গঅঘফঝalফড়সঘফড়lঅ।ড়
